หมายเลขงบ,ชื่องบ,จำนวนรวม,หมายเลขงบแผนงาน,งบแผนงาน,ประเภทแผนงาน,แผนงาน
28,สำนักงานเขตพญาไท,335172500,,335172500,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
28,สำนักงานเขตพญาไท,335172500,ก,35574800,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
28,สำนักงานเขตพญาไท,335172500,ข,10959000,การคลัง,แผนงานบริหารการคลัง
28,สำนักงานเขตพญาไท,335172500,ค,144999500,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
28,สำนักงานเขตพญาไท,335172500,ง,21563500,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
28,สำนักงานเขตพญาไท,335172500,จ,35281700,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
28,สำนักงานเขตพญาไท,335172500,,17801600,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
28,สำนักงานเขตพญาไท,335172500,ช,22853500,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
28,สำนักงานเขตพญาไท,335172500,ซ,25509100,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
28,สำนักงานเขตพญาไท,335172500,,6001400,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
28,สำนักงานเขตพญาไท,335172500,ญ,14628400,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
29,สำนักงานเขตห้วยขวาง,352262000,,352262000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
29,สำนักงานเขตห้วยขวาง,352262000,ก,29403800,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
29,สำนักงานเขตห้วยขวาง,352262000,ข,12503600,การคลัง,แผนงานบริหารการคลัง
29,สำนักงานเขตห้วยขวาง,352262000,ค,141522600,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
29,สำนักงานเขตห้วยขวาง,352262000,ง,17420700,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
29,สำนักงานเขตห้วยขวาง,352262000,จ,44650400,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
29,สำนักงานเขตห้วยขวาง,352262000,,17800800,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
29,สำนักงานเขตห้วยขวาง,352262000,ช,27137400,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
29,สำนักงานเขตห้วยขวาง,352262000,ซ,19820300,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
29,สำนักงานเขตห้วยขวาง,352262000,,6976600,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
29,สำนักงานเขตห้วยขวาง,352262000,ญ,35025800,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
30,สำนักงานเขตพระโขนง,281172800,,281172800,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
30,สำนักงานเขตพระโขนง,281172800,ก,25858200,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
30,สำนักงานเขตพระโขนง,281172800,ข,9878500,การคลัง,แผนงานบริหารการคลัง
30,สำนักงานเขตพระโขนง,281172800,ค,96871000,เทศกิจ/รักษาความสะอาด,แผนงานร���กษาความสะอาด: งานรักษาความสะอาด
30,สำนักงานเขตพระโขนง,281172800,ง,12435300,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
30,สำนักงานเขตพระโขนง,281172800,จ,20711900,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
30,สำนักงานเขตพระโขนง,281172800,ช,19442100,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
30,สำนักงานเขตพระโขนง,281172800,ซ,26240700,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
30,สำนักงานเขตพระโขนง,281172800,,5749300,อนามัย/สาธารณะสุข,งานควบคุมอนาม��ย
30,สำนักงานเขตพระโขนง,281172800,ญ,27036500,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
31,สำนักงานเขตบางกะปิ,524131000,,524131000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
31,สำนักงานเขตบางกะปิ,524131000,ก,29521600,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
31,สำนักงานเขตบางกะปิ,524131000,ข,10745500,การคลัง,แผนงานบริหารการคลัง
31,สำนักงานเขตบางกะปิ,524131000,ค,165515700,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
31,สำนักงานเขตบางกะปิ,524131000,ง,20357700,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
31,สำนักงานเขตบางกะปิ,524131000,จ,91994600,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา
31,สำนักงานเขตบางกะปิ,524131000,,16877900,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
31,สำนักงานเขตบางกะปิ,524131000,ช,28716000,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
31,สำนักงานเขตบางกะปิ,524131000,ซ,33836900,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
31,สำนักงานเขตบางกะปิ,524131000,,7697000,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
31,สำนักงานเขตบางกะปิ,524131000,ญ,118868100,การศึกษา,แผนงานบริหารการศึกษา
32,สำนักงานเขตบางเขน,421948600,,421948600,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
32,สำนักงานเขตบางเขน,421948600,ก,33297700,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
32,สำนักงานเขตบางเขน,421948600,ข,12320000,การคลัง,แผนงานบริหารการคลัง
32,สำนักงานเขตบางเขน,421948600,ค,137771300,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
32,สำนักงานเขตบางเขน,421948600,ง,17262900,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
32,สำนักงานเขตบางเขน,421948600,จ,83058900,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
32,สำนักงานเขตบางเขน,421948600,,23986400,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
32,สำนักงานเขตบางเขน,421948600,ช,25472300,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
32,สำนักงานเขตบางเขน,421948600,ซ,26576500,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
32,สำนักงานเขตบางเขน,421948600,,7696000,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
32,สำนักงานเขตบางเขน,421948600,ญ,54506600,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
33,สำนักงานเขตมีนบุรี,509962100,,509962100,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
33,สำนักงานเขตมีนบุรี,509962100,ก,28201300,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
33,สำนักงานเขตมีนบุรี,509962100,ข,12148800,การคลัง,แผนงานบริหารการคลัง
33,สำนักงานเขตมีนบุรี,509962100,ค,112149700,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
33,สำนักงานเขตมีนบุรี,509962100,ง,16360100,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
33,สำนักงานเขตมีนบุรี,509962100,จ,104579900,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา
33,สำนักงานเขตมีนบุรี,509962100,,25417400,โยธา/ก่อสร้าง/จราจร,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
33,สำนักงานเขตมีนบุรี,509962100,ช,28466000,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
33,สำนักงานเขตมีนบุรี,509962100,ซ,67090700,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
33,สำนักงานเขตมีนบุรี,509962100,,6085300,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
33,สำนักงานเขตมีนบุรี,509962100,ญ,109462900,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
34,สำนักงานเขตลาดกระบัง,567466000,,567466000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
34,สำนักงานเขตลาดกระบัง,567466000,ก,29008300,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
34,สำนักงานเขตลาดกระบัง,567466000,ข,12067600,การคลัง,แผนงานบริหารการคลัง
34,สำนักงานเขตลาดกระบัง,567466000,ค,163977300,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
34,สำนักงานเขตลาดกระบัง,567466000,ง,19817200,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
34,สำนักงานเขตลาดกระบัง,567466000,จ,78123300,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
34,สำนักงานเขตลาดกระบัง,567466000,,21658100,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
34,สำนักงานเขตลาดกระบัง,567466000,ช,39381200,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
34,สำนักงานเขตลาดกระบัง,567466000,ซ,48549000,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
34,สำนักงานเขตลาดกระบัง,567466000,,6006000,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
34,สำนักงานเขตลาดกระบัง,567466000,ญ,148878000,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
35,สำนักงานเขตหนองจอก,589363000,,589363000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
35,สำนักงานเขตหนองจอก,589363000,ก,32415100,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
35,สำนักงานเขตหนองจอก,589363000,ข,12414400,การคลัง,แผนงานบริหารการคลัง
35,สำนักงานเขตหนองจอก,589363000,ค,93885700,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
35,สำนักงานเขตหนองจอก,589363000,ง,19928900,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
35,สำนักงานเขตหนองจอก,589363000,จ,80592700,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
35,สำนักงานเขตหนองจอก,589363000,,19809400,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
35,สำนักงานเขตหนองจอก,589363000,ช,36934800,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
35,สำนักงานเขตหนองจอก,589363000,ซ,72534800,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
35,สำนักงานเขตหนองจอก,589363000,,6397400,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
35,สำนักงานเขตหนองจอก,589363000,ญ,214449800,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
36,สำนักงานเขตธนบุรี,397104900,,397104900,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
36,สำนักงานเขตธนบุรี,397104900,ก,28360500,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
36,สำนักงานเขตธนบุรี,397104900,ข,11562500,การคลัง,แผนงานบริหารการคลัง
36,สำนักงานเขตธนบุรี,397104900,ค,164214300,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
36,สำนักงานเขตธนบุรี,397104900,ง,22683900,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
36,สำนักงานเขตธนบุรี,397104900,จ,29220600,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา
36,สำนักงานเขตธนบุรี,397104900,,21102100,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
36,สำนักงานเขตธนบุรี,397104900,ช,21314800,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
36,สำนักงานเขตธนบุรี,397104900,ซ,20726200,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
36,สำนักงานเขตธนบุรี,397104900,,5435900,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
36,สำนักงานเขตธนบุรี,397104900,ญ,72484100,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
37,สำนักงานเขตคลองสาน,309402000,,309402000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
37,สำนักงานเขตคลองสาน,309402000,ก,26849900,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
37,สำนักงานเขตคลองสาน,309402000,ข,10823700,การคลัง,แผนงานบริหารการคลัง
37,สำนักงานเขตคลองสาน,309402000,ค,120720400,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
37,สำนักงานเขตคลองสาน,309402000,ง,22063900,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
37,สำนักงานเขตคลองสาน,309402000,จ,20654300,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
37,สำนักงานเขตคลองสาน,309402000,,9481400,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
37,สำนักงานเขตคลองสาน,309402000,ช,20835500,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
37,สำนักงานเขตคลองสาน,309402000,ซ,16381900,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
37,สำนักงานเขตคลองสาน,309402000,,6052000,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
37,สำนักงานเขตคลองสาน,309402000,ญ,55539000,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
38,สำนักงานเขตบางกอกใหญ่,267938900,,267938900,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
38,สำนักงานเขตบางกอกใหญ่,267938900,ก,27017100,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
38,สำนักงานเขตบางกอกใหญ่,267938900,ข,10302300,การคลัง,แผนงานบริหารการคลัง
38,สำนักงานเขตบางกอกใหญ่,267938900,ค,97332400,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
38,สำนักงานเขตบางกอกใหญ่,267938900,ง,13548400,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
38,สำนักงานเขตบางกอกใหญ่,267938900,จ,17889100,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
38,สำนักงานเขตบางกอกใหญ่,267938900,ช,13464900,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
38,สำนักงานเขตบางกอกใหญ่,267938900,ซ,11384700,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
38,สำนักงานเขตบางกอกใหญ่,267938900,,6702500,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
38,สำนักงานเขตบางกอกใหญ่,267938900,ญ,35661500,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
39,สำนักงานเขตบางกอกน้อย,416491388,,416491388,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
39,สำนักงานเขตบางกอกน้อย,416491388,ก,45748900,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
39,สำนักงานเขตบางกอกน้อย,416491388,ข,10545300,การคลัง,แผนงานบริหารการคลัง
39,สำนักงานเขตบางกอกน้อย,416491388,ค,152383300,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
39,สำนักงานเ��ตบางกอกน้อย,416491388,ง,23892400,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
39,สำนักงานเขตบางกอกน้อย,416491388,จ,19732700,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
39,สำนักงานเขตบางกอกน้อย,416491388,ช,12214200,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
39,สำนักงานเขตบางกอกน้อย,416491388,ซ,38125200,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
39,สำนักงานเขตบางกอกน้อย,416491388,,7870300,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
39,สำนักงานเขตบางกอกน้อย,416491388,ญ,55342900,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
40,สำนักงานเขตตล่ิงชัน,402209640,,402209640,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
40,สำนักงานเขตตล่ิงชัน,402209640,ก,25520040,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
40,สำนักงานเขตตล่ิงชัน,402209640,ข,11529400,การคลัง,แผนงานบริหารการคลัง
40,สำนักงานเขตตล่ิงชัน,402209640,ค,102870200,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
40,สำนักงานเขตตล่ิงชัน,402209640,ง,18683800,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
40,สำนักงานเขตตล่ิงชัน,402209640,จ,77956600,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
40,สำนักงานเขตตล่ิงชัน,402209640,,11723400,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
40,สำนักงานเขตตล่ิงชัน,402209640,ช,39335700,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
40,สำนักงานเขตตล่ิงชัน,402209640,ซ,22623500,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
40,สำนักงานเขตตล่ิงชัน,402209640,,6399400,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
40,สำนักงานเขตตล่ิงชัน,402209640,ญ,85567600,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
41,สำนักงานเขตภาษีเจริญ,384617500,,384617500,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
41,สำนักงานเขตภาษีเจริญ,384617500,ก,30860800,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
41,สำนักงานเขตภาษีเจริญ,384617500,ข,11114400,การคลัง,แผนงานบริหารการคลัง
41,สำนักงานเขตภาษีเจริญ,384617500,ค,113150900,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
41,สำนักงานเขตภาษีเจริญ,384617500,ง,22362300,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
41,สำนักงานเขตภาษีเจริญ,384617500,จ,35188900,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
41,สำนักงานเขตภาษีเจริญ,384617500,,17859700,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
41,สำนักงานเขตภาษีเจริญ,384617500,ช,18993700,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
41,สำนักงานเขตภาษีเจริญ,384617500,ซ,18363600,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
41,สำนักงานเขตภาษีเจริญ,384617500,,6349900,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
41,สำนักงานเขตภาษีเจริญ,384617500,ญ,110373300,การศึกษา,แผนงานบริหารการศึกษา
42,สำนักงานเขตหนองแขม,420905400,,420905400,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
42,สำนักงานเขตหนองแขม,420905400,ก,30763600,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
42,สำนักงานเขตหนองแขม,420905400,ข,13242800,การคลัง,แผนงานบริหารการคลัง
42,สำนักงานเขตหนองแขม,420905400,ค,103442000,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
42,สำนักงานเขตหนองแขม,420905400,ง,16111800,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
42,สำนักงานเขตหนองแขม,420905400,จ,59526300,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
42,สำนักงานเขตหนองแขม,420905400,,19077500,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
42,สำนักงานเขตหนองแขม,420905400,ช,34385200,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
42,สำนักงานเขตหนองแขม,420905400,ซ,61318000,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
42,สำนักงานเขตหนองแขม,420905400,,5738900,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
42,สำนักงานเขตหนองแขม,420905400,ญ,77299300,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
43,สำนักงานเขตบางขุนเทียน,579297000,,579297000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
