หมายเลขงบ,ชื่องบ,จำนวนรวม,หมายเลขงบแผนงาน,แผนงาน,งบแผนงาน
33,สำนักงานเขตมีนบุรี,509962100,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,112149700
33,สำนักงานเขตมีนบุรี,509962100,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,16360100
33,สำนักงานเขตมีนบุรี,509962100,จ,แผนงานการโยธา,104579900
33,สำนักงานเขตมีนบุรี,509962100,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,25417400
33,สำนักงานเขตมีนบุรี,509962100,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,28466000
33,สำนักงานเขตมีนบุรี,509962100,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,67090700
33,สำนักงานเขตมีนบุรี,509962100,,งานควบคุมอนามัย,6085300
33,สำนักงานเขตมีนบุรี,509962100,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,109462900
34,สำนักงานเขตลาดกระบัง,567466000,,รายจ่ายประจำ,567466000
34,สำนักงานเขตลาดกระบัง,567466000,ก,แผนงานบริหารงานปกครองและทะเบียน,29008300
34,สำนักงานเขตลาดกระบัง,567466000,ข,แผนงานบริหารการคลัง,12067600
34,สำนักงานเขตลาดกระบัง,567466000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,163977300
34,สำนักงานเขตลาดกระบัง,567466000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,19817200
34,สำนักงานเขตลาดกระบัง,567466000,จ,แผนงานการโยธา: งานการโยธา,78123300
34,สำนักงานเขตลาดกระบัง,567466000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,21658100
34,สำนักงานเขตลาดกระบัง,567466000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,39381200
34,สำนักงานเขตลาดกระบัง,567466000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,48549000
34,สำนักงานเขตลาดกระบัง,567466000,,งานควบคุมอนามัย,6006000
34,สำนักงานเขตลาดกระบัง,567466000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,148878000
35,สำนักงานเขตหนองจอก,589363000,,รายจ่ายประจำ,589363000
35,สำนักงานเขตหนองจอก,589363000,ก,แผนงานบริหารงานปกครองและทะเบียน,32415100
35,สำนักงานเขตหนองจอก,589363000,ข,แผนงานบริหารการคลัง,12414400
35,สำนักงานเขตหนองจอก,589363000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,93885700
35,สำนักงานเขตหนองจอก,589363000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,19928900
35,สำนักงานเขตหนองจอก,589363000,จ,แผนงานการโยธา: งานการโยธา,80592700
35,สำนักงานเขตหนองจอก,589363000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,19809400
35,สำนักงานเขตหนองจอก,589363000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,36934800
35,สำนักงานเขตหนองจอก,589363000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,72534800
35,สำนักงานเขตหนองจอก,589363000,,งานควบคุมอนามัย,6397400
35,สำนักงานเขตหนองจอก,589363000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,214449800
36,สำนักงานเขตธนบุรี,397104900,,รายจ่ายประจำ,397104900
36,สำนักงานเขตธนบุรี,397104900,ก,แผนงานบริหารงานปกครองและทะเบียน,28360500
36,สำนักงานเขตธนบุรี,397104900,ข,แผนงานบริหารการคลัง,11562500
36,สำนักงานเขตธนบุรี,397104900,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,164214300
36,สำนักงานเขตธนบุรี,397104900,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,22683900
36,สำนักงานเขตธนบุรี,397104900,จ,แผนงานการโยธา,29220600
36,สำนักงานเขตธนบุรี,397104900,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,21102100
36,สำนักงานเขตธนบุรี,397104900,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,21314800
36,สำนักงานเขตธนบุรี,397104900,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,20726200
36,สำนักงานเขตธนบุรี,397104900,,งานควบคุมอนามัย,5435900
36,สำนักงานเขตธนบุรี,397104900,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,72484100
37,สำนักงานเขตคลองสาน,309402000,,รายจ่ายประจำ,309402000
37,สำนักงานเขตคลองสาน,309402000,ก,แผนงานบริหารงานปกครองและทะเบียน,26849900
37,สำนักงานเขตคลองสาน,309402000,ข,แผนงานบริหารการคลัง,10823700
37,สำนักงานเขตคลองสาน,309402000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,120720400
37,สำนักงานเขตคลองสาน,309402000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,22063900
37,สำนักงานเขตคลองสาน,309402000,จ,แผนงานการโยธา: งานการโยธา,20654300
37,สำนักงานเขตคลองสาน,309402000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,9481400
37,สำนักงานเขตคลองสาน,309402000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,20835500
37,สำนักงานเขตคลองสาน,309402000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,16381900
37,สำนักงานเขตคลองสาน,309402000,,งานควบคุมอนามัย,6052000
37,สำนักงานเขตคลองสาน,309402000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,55539000
38,สำนักงานเขตบางกอกใหญ่,267938900,,รายจ่ายประจำ,267938900
38,สำนักงานเขตบางกอกใหญ่,267938900,ก,แผนงานบริหารงานปกครองและทะเบียน,27017100
38,สำนักงานเขตบางกอกใหญ่,267938900,ข,แผนงานบริหารการคลัง,10302300
38,สำนักงานเขตบางกอกใหญ่,267938900,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,97332400
38,สำนักงานเขตบางกอกใหญ่,267938900,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13548400
38,สำนักงานเขตบางกอกใหญ่,267938900,จ,แผนงานการโยธา: งานการโยธา,17889100
38,สำนักงานเขตบางกอกใหญ่,267938900,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,13464900
38,สำนักงานเขตบางกอกใหญ่,267938900,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,11384700
38,สำนักงานเขตบางกอกใหญ่,267938900,,งานควบคุมอนามัย,6702500
38,สำนักงานเขตบางกอกใหญ่,267938900,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,35661500
39,สำนักงานเขตบางกอกน้อย,416491388,,รายจ่ายประจำ,416491388
39,สำนักงานเขตบางกอกน้อย,416491388,ก,แผนงานบริหารงานปกครองและทะเบียน,45748900
39,สำนักงานเขตบางกอกน้อย,416491388,ข,แผนงานบริหารการคลัง,10545300
39,สำนักงานเขตบางกอกน้อย,416491388,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,152383300
39,สำนักงานเขตบางกอกน้อย,416491388,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,23892400
39,สำนักงานเขตบางกอกน้อย,416491388,จ,แผนงานการโยธา: งานการโยธา,19732700
39,สำนักงานเขตบางกอกน้อย,416491388,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,12214200
39,สำนักงานเขตบางกอกน้อย,416491388,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,38125200
39,สำนักงานเขตบางกอกน้อย,416491388,,งานควบคุมอนามัย,7870300
39,สำนักงานเขตบางกอกน้อย,416491388,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,55342900
40,สำนักงานเขตตล่ิงชัน,402209640,,รายจ่ายประจำ,402209640
40,สำนักงานเขตตล่ิงชัน,402209640,ก,แผนงานบริหารงานปกครองและทะเบียน,25520040
40,สำนักงานเขตตล่ิงชัน,402209640,ข,แผนงานบริหารการคลัง,11529400
40,สำนักงานเขตตล่ิงชัน,402209640,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,102870200
40,สำนักงานเขตตล่ิงชัน,402209640,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,18683800
40,สำนักงานเขตตล่ิงชัน,402209640,จ,แผนงานการโยธา: งานการโยธา,77956600
40,สำนักงานเขตตล่ิงชัน,402209640,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,11723400
40,สำนักงานเขตตล่ิงชัน,402209640,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,39335700
40,สำนักงานเขตตล่ิงชัน,402209640,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,22623500
40,สำนักงานเขตตล่ิงชัน,402209640,,งานควบคุมอนามัย,6399400
40,สำนักงานเขตตล่ิงชัน,402209640,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,85567600
41,สำนักงานเขตภาษีเจริญ,384617500,,รายจ่ายประจำ,384617500
41,สำนักงานเขตภาษีเจริญ,384617500,ก,แผนงานบริหารงานปกครองและทะเบียน,30860800
41,สำนักงานเขตภาษีเจริญ,384617500,ข,แผนงานบริหารการคลัง,11114400
41,สำนักงานเขตภาษีเจริญ,384617500,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,113150900
41,สำนักงานเขตภาษีเจริญ,384617500,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,22362300
41,สำนักงานเขตภาษีเจริญ,384617500,จ,แผนงานการโยธา: งานการโยธา,35188900
41,สำนักงานเขตภาษีเจริญ,384617500,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,17859700
41,สำนักงานเขตภาษีเจริญ,384617500,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,18993700
41,สำนักงานเขตภาษีเจริญ,384617500,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,18363600
41,สำนักงานเขตภาษีเจริญ,384617500,,งานควบคุมอนามัย,6349900
41,สำนักงานเขตภาษีเจริญ,384617500,ญ,แผนงานบริหารการศึกษา,110373300
42,สำนักงานเขตหนองแขม,420905400,,รายจ่ายประจำ,420905400
42,สำนักงานเขตหนองแขม,420905400,ก,แผนงานบริหารงานปกครองและทะเบียน,30763600
42,สำนักงานเขตหนองแขม,420905400,ข,แผนงานบริหารการคลัง,13242800
42,สำนักงานเขตหนองแขม,420905400,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,103442000
42,สำนักงานเขตหนองแขม,420905400,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,16111800
42,สำนักงานเขตหนองแขม,420905400,จ,แผนงานการโยธา: งานการโยธา,59526300
42,สำนักงานเขตหนองแขม,420905400,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,19077500
42,สำนักงานเขตหนองแขม,420905400,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,34385200
42,สำนักงานเขตหนองแขม,420905400,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,61318000
42,สำนักงานเขตหนองแขม,420905400,,งานควบคุมอนามัย,5738900
42,สำนักงานเขตหนองแขม,420905400,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,77299300
43,สำนักงานเขตบางขุนเทียน,579297000,,รายจ่ายประจำ,579297000
43,สำนักงานเขตบางขุนเทียน,579297000,ก,แผนงานบริหารงานปกครองและทะเบียน,35671300
43,สำนักงานเขตบางขุนเทียน,579297000,ข,แผนงานบริหารการคลัง,12618100
43,สำนักงานเขตบางขุนเทียน,579297000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,151825100
43,สำนักงานเขตบางขุนเทียน,579297000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,19210600
43,สำนักงานเขตบางขุนเทียน,579297000,จ,แผนงานการโยธา,94918800
43,สำนักงานเขตบางขุนเทียน,579297000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,24594700
43,สำนักงานเขตบางขุนเทียน,579297000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,24387500
43,สำนักงานเขตบางขุนเทียน,579297000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,27092900
43,สำนักงานเขตบางขุนเทียน,579297000,,งานควบคุมอนามัย,7353000
43,สำนักงานเขตบางขุนเทียน,579297000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,181625000
44,สำนักงานเขตราษฎร์บูรณะ,298729000,,รายจ่ายประจำ,298729000
44,สำนักงานเขตราษฎร์บูรณะ,298729000,ก,แผนงานบริหารงานปกครองและทะเบียน,29003500
44,สำนักงานเขตราษฎร์บูรณะ,298729000,ข,แผนงานบริหารการคลัง,11723700
44,สำนักงานเขตราษฎร์บูรณะ,298729000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,103980800
44,สำนักงานเขตราษฎร์บูรณะ,298729000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,17566100
44,สำนักงานเขตราษฎร์บูรณะ,298729000,จ,แผนงานการโยธา: งานการโยธา,13363700
44,สำนักงานเขตราษฎร์บูรณะ,298729000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,29062100
44,สำนักงานเขตราษฎร์บูรณะ,298729000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,20921000
44,สำนักงานเขตราษฎร์บูรณะ,298729000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,17128300
44,สำนักงานเขตราษฎร์บูรณะ,298729000,,งานควบคุมอนามัย,6312600
44,สำนักงานเขตราษฎร์บูรณะ,298729000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,49667200
45,สำนักงานเขตดอนเมือง,422753800,,รายจ่ายประจำ,422753800
45,สำนักงานเขตดอนเมือง,422753800,ก,แผนงานบริหารงานปกครองและทะเบียน,29849000
45,สำนักงานเขตดอนเมือง,422753800,ข,แผนงานบริหารการคลัง,11201000
45,สำนักงานเขตดอนเมือง,422753800,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,123195500
45,สำนักงานเขตดอนเมือง,422753800,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,18582500
45,สำนักงานเขตดอนเมือง,422753800,จ,แผนงานการโยธา: งานการโยธา,77035000
45,สำนักงานเขตดอนเมือง,422753800,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,24314200
45,สำนักงานเขตดอนเมือง,422753800,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,27481900
45,สำนักงานเขตดอนเมือง,422753800,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,29349400
45,สำนักงานเขตดอนเมือง,422753800,,งานควบคุมอนามัย,4478600
45,สำนักงานเขตดอนเมือง,422753800,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,77266700
46,สำนักงานเขตจตุจักร,534717800,,รายจ่ายประจำ,534717800
46,สำนักงานเขตจตุจักร,534717800,ก,แผนงานบริหารงานปกครองและทะเบียน,30563700
46,สำนักงานเขตจตุจักร,534717800,ข,แผนงานบริหารการคลัง,12730500
46,สำนักงานเขตจตุจักร,534717800,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,236229900
46,สำนักงานเขตจตุจักร,534717800,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,27277200
46,สำนักงานเขตจตุจักร,534717800,จ,แผนงานการโยธา: งานการโยธา,55246900
46,สำนักงานเขตจตุจักร,534717800,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,14512000
46,สำนักงานเขตจตุจักร,534717800,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,30886500
46,สำนักงานเขตจตุจักร,534717800,ซ,แผนงานพัฒนาชุมชน,37381400
46,สำนักงานเขตจตุจักร,534717800,,งานควบคุมอนามัย,8091900
46,สำนักงานเขตจตุจักร,534717800,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,81797800
47,สำนักงานเขตลาดพร้าว,376722000,,รายจ่ายประจำ,376722000
47,สำนักงานเขตลาดพร้าว,376722000,ก,แผนงานบริหารงานปกครองและทะเบียน,30074100
47,สำนักงานเขตลาดพร้าว,376722000,ข,แผนงานบริหารการคลัง,11652800
47,สำนักงานเขตลาดพร้าว,376722000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,123825000
47,สำนักงานเขตลาดพร้าว,376722000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,14818400
47,สำนักงานเขตลาดพร้าว,376722000,จ,แผนงานการโยธา,54293400
47,สำนักงานเขตลาดพร้าว,376722000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,33222200
47,สำนักงานเขตลาดพร้าว,376722000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,21658100
47,สำนักงานเขตลาดพร้าว,376722000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,23341400
47,สำนักงานเขตลาดพร้าว,376722000,,งานควบคุมอนามัย,6752600
47,สำนักงานเขตลาดพร้าว,376722000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,57084000
48,สำนักงานเขตบึงกุ่ม,354848700,,รายจ่ายประจำ,354848700
48,สำนักงานเขตบึงกุ่ม,354848700,ก,แผนงานบริหารงานปกครองและทะเบียน,26377900
48,สำนักงานเขตบึงกุ่ม,354848700,ข,แผนงานบริหารการคลัง,10627900
48,สำนักงานเขตบึงกุ่ม,354848700,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,98985000
48,สำนักงานเขตบึงกุ่ม,354848700,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13705100
48,สำนักงานเขตบึงกุ่ม,354848700,จ,แผนงานการโยธา: งานการโยธา,52763300
48,สำนักงานเขตบึงกุ่ม,354848700,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,16716300
48,สำนักงานเขตบึงกุ่ม,354848700,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,18844400
48,สำนักงานเขตบึงกุ่ม,354848700,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,28285900
48,สำนักงานเขตบึงกุ่ม,354848700,,งานควบคุมอนามัย,5127800
48,สำนักงานเขตบึงกุ่ม,354848700,ญ,แผนงานบริหารการศึกษา,83415100
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,,รายจ่ายประจำ,305809000
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ก,แผนงานบริหารงานปกครองและทะเบียน,30721800
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ข,แผนงานบริหารการคลัง,10831600
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,122219000
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,17974400
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,จ,แผนงานการโยธา: งานการโยธา,55399600
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,11265600
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,17551300
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,17487100
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,,งานควบคุมอนามัย,6271100
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,16087500
50,สำนักงานเขตบางคอแหลม,306933000,,รายจ่ายประจำ,306933000
50,สำนักงานเขตบางคอแหลม,306933000,ก,แผนงานบริหารงานปกครองและทะเบียน,25185600
50,สำนักงานเขตบางคอแหลม,306933000,ข,แผนงานบริหารการคลัง,10555500
50,สำนักงานเขตบางคอแหลม,306933000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,109085300
50,สำนักงานเขตบางคอแหลม,306933000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,15629200
50,สำนักงานเขตบางคอแหลม,306933000,จ,แผนงานการโยธา: งานการโยธา,22628900
50,สำนักงานเขตบางคอแหลม,306933000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,15125500
50,สำนักงานเขตบางคอแหลม,306933000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,36964200
50,สำนักงานเขตบางคอแหลม,306933000,,งานควบคุมอนามัย,6983100
50,สำนักงานเขตบางคอแหลม,306933000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,39999200
51,สำนักงานเขตบางซ่ือ,348972900,,รายจ่ายประจำ,348972900
51,สำนักงานเขตบางซ่ือ,348972900,ก,แผนงานบริหารงานปกครองและทะเบียน,32592800
51,สำนักงานเขตบางซ่ือ,348972900,ข,แผนงานบริหารการคลัง,10886000
51,สำนักงานเขตบางซ่ือ,348972900,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,128588600
51,สำนักงานเขตบางซ่ือ,348972900,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,22416700
51,สำนักงานเขตบางซ่ือ,348972900,จ,แผนงานการโยธา: งานการโยธา,42508800
51,สำนักงานเขตบางซ่ือ,348972900,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,17493300
51,สำนักงานเขตบางซ่ือ,348972900,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,17496100
51,สำนักงานเขตบางซ่ือ,348972900,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,21961500
51,สำนักงานเขตบางซ่ือ,348972900,,งานควบคุมอนามัย,6326600
51,สำนักงานเขตบางซ่ือ,348972900,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,48702500
52,สำนักงานเขตราชเทวี,369857500,,รายจ่ายประจำ,369857500
52,สำนักงานเขตราชเทวี,369857500,ก,แผนงานบริหารงานปกครองและทะเบียน,28496300
52,สำนักงานเขตราชเทวี,369857500,ข,แผนงานบริหารการคลัง,19846400
52,สำนักงานเขตราชเทวี,369857500,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,153373400
52,สำนักงานเขตราชเทวี,369857500,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,25379500
52,สำนักงานเขตราชเทวี,369857500,จ,แผนงานการโยธา: งานการโยธา,49723000
52,สำนักงานเขตราชเทวี,369857500,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,6021300
52,สำนักงานเขตราชเทวี,369857500,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,32427400
52,สำนักงานเขตราชเทวี,369857500,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,24753500
52,สำนักงานเขตราชเทวี,369857500,,งานควบคุมอนามัย,5300600
