Unnamed: 0,หมายเลขงบ,ชื่องบ,จำนวนรวม,หมายเลขงบแผนงาน,แผนงาน,งบแผนงาน,dname,province,zipcode,latitude,longitude,AREA,dcode,dname_e,pcode,num_male,num_female,num_school,num_hos,num_comm,num_temple,num_health
273,38,สำนักงานเขตบางกอกใหญ่,267938900,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,97332400,บางกอกใหญ่,กรุงเทพมหานคร,10600.0,13.743,100.486,,,,,,,,,,,
274,38,สำนักงานเขตบางกอกใหญ่,267938900,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13548400,บางกอกใหญ่,กรุงเทพมหานคร,10600.0,13.743,100.486,,,,,,,,,,,
275,38,สำนักงานเขตบางกอกใหญ่,267938900,จ,แผนงานการโยธา: งานการโยธา,17889100,บางกอกใหญ่,กรุงเทพมหานคร,10600.0,13.743,100.486,,,,,,,,,,,
276,38,สำนักงานเขตบางกอกใหญ่,267938900,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,13464900,บางกอกใหญ่,กรุงเทพมหานคร,10600.0,13.743,100.486,,,,,,,,,,,
277,38,สำนักงานเขตบางกอกใหญ่,267938900,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,11384700,บางกอกใหญ่,กรุงเทพมหานคร,10600.0,13.743,100.486,,,,,,,,,,,
278,38,สำนักงานเขตบางกอกใหญ่,267938900,,งานควบคุมอนามัย,6702500,บางกอกใหญ่,กรุงเทพมหานคร,10600.0,13.743,100.486,,,,,,,,,,,
279,38,สำนักงานเขตบางกอกใหญ่,267938900,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,35661500,บางกอกใหญ่,กรุงเทพมหานคร,10600.0,13.743,100.486,,,,,,,,,,,
280,39,สำนักงานเขตบางกอกน้อย,416491388,,รายจ่ายประจำ,416491388,บางกอกน้อย,กรุงเทพมหานคร,10700.0,13.759,100.48100000000001,,,,,,,,,,,
281,39,สำนักงานเขตบางกอกน้อย,416491388,ก,แผนงานบริหารงานปกครองและทะเบียน,45748900,บางกอกน้อย,กรุงเทพมหานคร,10700.0,13.759,100.48100000000001,,,,,,,,,,,
282,39,สำนักงานเขตบางกอกน้อย,416491388,ข,แผนงานบริหารการคลัง,10545300,บางกอกน้อย,กรุงเทพมหานคร,10700.0,13.759,100.48100000000001,,,,,,,,,,,
283,39,สำนักงานเขตบางกอกน้อย,416491388,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,152383300,บางกอกน้อย,กรุงเทพมหานคร,10700.0,13.759,100.48100000000001,,,,,,,,,,,
284,39,สำนักงานเขตบางกอกน้อย,416491388,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,23892400,บางกอกน้อย,กรุงเทพมหานคร,10700.0,13.759,100.48100000000001,,,,,,,,,,,
285,39,สำนักงานเขตบางกอกน้อย,416491388,จ,แผนงานการโยธา: งานการโยธา,19732700,บางกอกน้อย,กรุงเทพมหานคร,10700.0,13.759,100.48100000000001,,,,,,,,,,,
286,39,สำนักงานเขตบางกอกน้อย,416491388,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,12214200,บางกอกน้อย,กรุงเทพมหานคร,10700.0,13.759,100.48100000000001,,,,,,,,,,,
287,39,สำนักงานเขตบางกอกน้อย,416491388,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,38125200,บางกอกน้อย,กรุงเทพมหานคร,10700.0,13.759,100.48100000000001,,,,,,,,,,,
288,39,สำนักงานเขตบางกอกน้อย,416491388,,งานควบคุมอนามัย,7870300,บางกอกน้อย,กรุงเทพมหานคร,10700.0,13.759,100.48100000000001,,,,,,,,,,,
289,39,สำนักงานเขตบางกอกน้อย,416491388,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,55342900,บางกอกน้อย,กรุงเทพมหานคร,10700.0,13.759,100.48100000000001,,,,,,,,,,,
290,40,สำนักงานเขตตล่ิงชัน,402209640,,รายจ่ายประจำ,402209640,ตลิ่งชัน,กรุงเทพมหานคร,10170.0,13.76,100.456,,,,,,,,,,,
291,40,สำนักงานเขตตล่ิงชัน,402209640,ก,แผนงานบริหารงานปกครองและทะเบียน,25520040,ตลิ่งชัน,กรุงเทพมหานคร,10170.0,13.76,100.456,,,,,,,,,,,
292,40,สำนักงานเขตตล่ิงชัน,402209640,ข,แผนงานบริหารการคลัง,11529400,ตลิ่งชัน,กรุงเทพมหานคร,10170.0,13.76,100.456,,,,,,,,,,,
293,40,สำนักงานเขตตล่ิงชัน,402209640,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,102870200,ตลิ่งชัน,กรุงเทพมหานคร,10170.0,13.76,100.456,,,,,,,,,,,
294,40,สำนักงานเขตตล่ิงชัน,402209640,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,18683800,ตลิ่งชัน,กรุงเทพมหานคร,10170.0,13.76,100.456,,,,,,,,,,,
295,40,สำนักงานเขตตล่ิงชัน,402209640,จ,แผนงานการโยธา: งานการโยธา,77956600,ตลิ่งชัน,กรุงเทพมหานคร,10170.0,13.76,100.456,,,,,,,,,,,
296,40,สำนักงานเขตตล่ิงชัน,402209640,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,11723400,ตลิ่งชัน,กรุงเทพมหานคร,10170.0,13.76,100.456,,,,,,,,,,,
297,40,สำนักงานเขตตล่ิงชัน,402209640,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,39335700,ตลิ่งชัน,กรุงเทพมหานคร,10170.0,13.76,100.456,,,,,,,,,,,
298,40,สำนักงานเขตตล่ิงชัน,402209640,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,22623500,ตลิ่งชัน,กรุงเทพมหานคร,10170.0,13.76,100.456,,,,,,,,,,,
299,40,สำนักงานเขตตล่ิงชัน,402209640,,งานควบคุมอนามัย,6399400,ตลิ่งชัน,กรุงเทพมหานคร,10170.0,13.76,100.456,,,,,,,,,,,
300,40,สำนักงานเขตตล่ิงชัน,402209640,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,85567600,ตลิ่งชัน,กรุงเทพมหานคร,10170.0,13.76,100.456,,,,,,,,,,,
301,41,สำนักงานเขตภาษีเจริญ,384617500,,รายจ่ายประจำ,384617500,ภาษีเจริญ,กรุงเทพมหานคร,10160.0,13.714,100.443,,,,,,,,,,,
302,41,สำนักงานเขตภาษีเจริญ,384617500,ก,แผนงานบริหารงานปกครองและทะเบียน,30860800,ภาษีเจริญ,กรุงเทพมหานคร,10160.0,13.714,100.443,,,,,,,,,,,
303,41,สำนักงานเขตภาษีเจริญ,384617500,ข,แผนงานบริหารการคลัง,11114400,ภาษีเจริญ,กรุงเทพมหานคร,10160.0,13.714,100.443,,,,,,,,,,,
304,41,สำนักงานเขตภาษีเจริญ,384617500,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,113150900,ภาษีเจริญ,กรุงเทพมหานคร,10160.0,13.714,100.443,,,,,,,,,,,
305,41,สำนักงานเขตภาษีเจริญ,384617500,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,22362300,ภาษีเจริญ,กรุงเทพมหานคร,10160.0,13.714,100.443,,,,,,,,,,,
306,41,สำนักงานเขตภาษีเจริญ,384617500,จ,แผนงานการโยธา: งานการโยธา,35188900,ภาษีเจริญ,กรุงเทพมหานคร,10160.0,13.714,100.443,,,,,,,,,,,
307,41,สำนักงานเขตภาษีเจริญ,384617500,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,17859700,ภาษีเจริญ,กรุงเทพมหานคร,10160.0,13.714,100.443,,,,,,,,,,,
308,41,สำนักงานเขตภาษีเจริญ,384617500,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,18993700,ภาษีเจริญ,กรุงเทพมหานคร,10160.0,13.714,100.443,,,,,,,,,,,
309,41,สำนักงานเขตภาษีเจริญ,384617500,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,18363600,ภาษีเจริญ,กรุงเทพมหานคร,10160.0,13.714,100.443,,,,,,,,,,,
310,41,สำนักงานเขตภาษีเจริญ,384617500,,งานควบคุมอนามัย,6349900,ภาษีเจริญ,กรุงเทพมหานคร,10160.0,13.714,100.443,,,,,,,,,,,
311,41,สำนักงานเขตภาษีเจริญ,384617500,ญ,แผนงานบริหารการศึกษา,110373300,ภาษีเจริญ,กรุงเทพมหานคร,10160.0,13.714,100.443,,,,,,,,,,,
312,42,สำนักงานเขตหนองแขม,420905400,,รายจ่ายประจำ,420905400,หนองแขม,กรุงเทพมหานคร,10160.0,13.68,100.35799999999999,,,,,,,,,,,
313,42,สำนักงานเขตหนองแขม,420905400,ก,แผนงานบริหารงานปกครองและทะเบียน,30763600,หนองแขม,กรุงเทพมหานคร,10160.0,13.68,100.35799999999999,,,,,,,,,,,
314,42,สำนักงานเขตหนองแขม,420905400,ข,แผนงานบริหารการคลัง,13242800,หนองแขม,กรุงเทพมหานคร,10160.0,13.68,100.35799999999999,,,,,,,,,,,
315,42,สำนักงานเขตหนองแขม,420905400,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,103442000,หนองแขม,กรุงเทพมหานคร,10160.0,13.68,100.35799999999999,,,,,,,,,,,
316,42,สำนักงานเขตหนองแขม,420905400,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,16111800,หนองแขม,กรุงเทพมหานคร,10160.0,13.68,100.35799999999999,,,,,,,,,,,
317,42,สำนักงานเขตหนองแขม,420905400,จ,แผนงานการโยธา: งานการโยธา,59526300,หนองแขม,กรุงเทพมหานคร,10160.0,13.68,100.35799999999999,,,,,,,,,,,
318,42,สำนักงานเขตหนองแขม,420905400,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,19077500,หนองแขม,กรุงเทพมหานคร,10160.0,13.68,100.35799999999999,,,,,,,,,,,
319,42,สำนักงานเขตหนองแขม,420905400,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,34385200,หนองแขม,กรุงเทพมหานคร,10160.0,13.68,100.35799999999999,,,,,,,,,,,
320,42,สำนักงานเขตหนองแขม,420905400,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,61318000,หนองแขม,กรุงเทพมหานคร,10160.0,13.68,100.35799999999999,,,,,,,,,,,
321,42,สำนักงานเขตหนองแขม,420905400,,งานควบคุมอนามัย,5738900,หนองแขม,กรุงเทพมหานคร,10160.0,13.68,100.35799999999999,,,,,,,,,,,
322,42,สำนักงานเขตหนองแขม,420905400,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,77299300,หนองแขม,กรุงเทพมหานคร,10160.0,13.68,100.35799999999999,,,,,,,,,,,
323,43,สำนักงานเขตบางขุนเทียน,579297000,,รายจ่ายประจำ,579297000,บางขุนเทียน,กรุงเทพมหานคร,10150.0,13.555,100.434,,,,,,,,,,,
324,43,สำนักงานเขตบางขุนเทียน,579297000,ก,แผนงานบริหารงานปกครองและทะเบียน,35671300,บางขุนเทียน,กรุงเทพมหานคร,10150.0,13.555,100.434,,,,,,,,,,,
325,43,สำนักงานเขตบางขุนเทียน,579297000,ข,แผนงานบริหารการคลัง,12618100,บางขุนเทียน,กรุงเทพมหานคร,10150.0,13.555,100.434,,,,,,,,,,,
326,43,สำนักงานเขตบางขุนเทียน,579297000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,151825100,บางขุนเทียน,กรุงเทพมหานคร,10150.0,13.555,100.434,,,,,,,,,,,
327,43,สำนักงานเขตบางขุนเทียน,579297000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,19210600,บางขุนเทียน,กรุงเทพมหานคร,10150.0,13.555,100.434,,,,,,,,,,,
328,43,สำนักงานเขตบางขุนเทียน,579297000,จ,แผนงานการโยธา,94918800,บางขุนเทียน,กรุงเทพมหานคร,10150.0,13.555,100.434,,,,,,,,,,,
329,43,สำนักงานเขตบางขุนเทียน,579297000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,24594700,บางขุนเทียน,กรุงเทพมหานคร,10150.0,13.555,100.434,,,,,,,,,,,
330,43,สำนักงานเขตบางขุนเทียน,579297000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,24387500,บางขุนเทียน,กรุงเทพมหานคร,10150.0,13.555,100.434,,,,,,,,,,,
331,43,สำนักงานเขตบางขุนเทียน,579297000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,27092900,บางขุนเทียน,กรุงเทพมหานคร,10150.0,13.555,100.434,,,,,,,,,,,
332,43,สำนักงานเขตบางขุนเทียน,579297000,,งานควบคุมอนามัย,7353000,บางขุนเทียน,กรุงเทพมหานคร,10150.0,13.555,100.434,,,,,,,,,,,
333,43,สำนักงานเขตบางขุนเทียน,579297000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,181625000,บางขุนเทียน,กรุงเทพมหานคร,10150.0,13.555,100.434,,,,,,,,,,,
334,44,สำนักงานเขตราษฎร์บูรณะ,298729000,,รายจ่ายประจำ,298729000,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140.0,13.67,100.51,,,,,,,,,,,
335,44,สำนักงานเขตราษฎร์บูรณะ,298729000,ก,แผนงานบริหารงานปกครองและทะเบียน,29003500,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140.0,13.67,100.51,,,,,,,,,,,
336,44,สำนักงานเขตราษฎร์บูรณะ,298729000,ข,แผนงานบริหารการคลัง,11723700,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140.0,13.67,100.51,,,,,,,,,,,
337,44,สำนักงานเขตราษฎร์บูรณะ,298729000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,103980800,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140.0,13.67,100.51,,,,,,,,,,,
338,44,สำนักงานเขตราษฎร์บูรณะ,298729000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,17566100,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140.0,13.67,100.51,,,,,,,,,,,
339,44,สำนักงานเขตราษฎร์บูรณะ,298729000,จ,แผนงานการโยธา: งานการโยธา,13363700,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140.0,13.67,100.51,,,,,,,,,,,
340,44,สำนักงานเขตราษฎร์บูรณะ,298729000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,29062100,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140.0,13.67,100.51,,,,,,,,,,,
341,44,สำนักงานเขตราษฎร์บูรณะ,298729000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,20921000,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140.0,13.67,100.51,,,,,,,,,,,
342,44,สำนักงานเขตราษฎร์บูรณะ,298729000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,17128300,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140.0,13.67,100.51,,,,,,,,,,,
343,44,สำนักงานเขตราษฎร์บูรณะ,298729000,,งานควบคุมอนามัย,6312600,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140.0,13.67,100.51,,,,,,,,,,,
344,44,สำนักงานเขตราษฎร์บูรณะ,298729000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,49667200,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140.0,13.67,100.51,,,,,,,,,,,
345,45,สำนักงานเขตดอนเมือง,422753800,,รายจ่ายประจำ,422753800,ดอนเมือง,กรุงเทพมหานคร,10210.0,13.925,100.59299999999999,,,,,,,,,,,
346,45,สำนักงานเขตดอนเมือง,422753800,ก,แผนงานบริหารงานปกครองและทะเบียน,29849000,ดอนเมือง,กรุงเทพมหานคร,10210.0,13.925,100.59299999999999,,,,,,,,,,,
347,45,สำนักงานเขตดอนเมือง,422753800,ข,แผนงานบริหารการคลัง,11201000,ดอนเมือง,กรุงเทพมหานคร,10210.0,13.925,100.59299999999999,,,,,,,,,,,
348,45,สำนักงานเขตดอนเมือง,422753800,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,123195500,ดอนเมือง,กรุงเทพมหานคร,10210.0,13.925,100.59299999999999,,,,,,,,,,,
349,45,สำนักงานเขตดอนเมือง,422753800,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,18582500,ดอนเมือง,กรุงเทพมหานคร,10210.0,13.925,100.59299999999999,,,,,,,,,,,
350,45,สำนักงานเขตดอนเมือง,422753800,จ,แผนงานการโยธา: งานการโยธา,77035000,ดอนเมือง,กรุงเทพมหานคร,10210.0,13.925,100.59299999999999,,,,,,,,,,,
351,45,สำนักงานเขตดอนเมือง,422753800,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,24314200,ดอนเมือง,กรุงเทพมหานคร,10210.0,13.925,100.59299999999999,,,,,,,,,,,
352,45,สำนักงานเขตดอนเมือง,422753800,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,27481900,ดอนเมือง,กรุงเทพมหานคร,10210.0,13.925,100.59299999999999,,,,,,,,,,,
353,45,สำนักงานเขตดอนเมือง,422753800,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,29349400,ดอนเมือง,กรุงเทพมหานคร,10210.0,13.925,100.59299999999999,,,,,,,,,,,
354,45,สำนักงานเขตดอนเมือง,422753800,,งานควบคุมอนามัย,4478600,ดอนเมือง,กรุงเทพมหานคร,10210.0,13.925,100.59299999999999,,,,,,,,,,,
355,45,สำนักงานเขตดอนเมือง,422753800,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,77266700,ดอนเมือง,กรุงเทพมหานคร,10210.0,13.925,100.59299999999999,,,,,,,,,,,
356,46,สำนักงานเขตจตุจักร,534717800,,รายจ่ายประจำ,534717800,จตุจักร,กรุงเทพมหานคร,10900.0,13.825999999999999,100.565,,,,,,,,,,,
357,46,สำนักงานเขตจตุจักร,534717800,ก,แผนงานบริหารงานปกครองและทะเบียน,30563700,จตุจักร,กรุงเทพมหานคร,10900.0,13.825999999999999,100.565,,,,,,,,,,,
358,46,สำนักงานเขตจตุจักร,534717800,ข,แผนงานบริหารการคลัง,12730500,จตุจักร,กรุงเทพมหานคร,10900.0,13.825999999999999,100.565,,,,,,,,,,,
359,46,สำนักงานเขตจตุจักร,534717800,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,236229900,จตุจักร,กรุงเทพมหานคร,10900.0,13.825999999999999,100.565,,,,,,,,,,,
360,46,สำนักงานเขตจตุจักร,534717800,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,27277200,จตุจักร,กรุงเทพมหานคร,10900.0,13.825999999999999,100.565,,,,,,,,,,,
361,46,สำนักงานเขตจตุจักร,534717800,จ,แผนงานการโยธา: งานการโยธา,55246900,จตุจักร,กรุงเทพมหานคร,10900.0,13.825999999999999,100.565,,,,,,,,,,,
362,46,สำนักงานเขตจตุจักร,534717800,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,14512000,จตุจักร,กรุงเทพมหานคร,10900.0,13.825999999999999,100.565,,,,,,,,,,,
363,46,สำนักงานเขตจตุจักร,534717800,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,30886500,จตุจักร,กรุงเทพมหานคร,10900.0,13.825999999999999,100.565,,,,,,,,,,,
364,46,สำนักงานเขตจตุจักร,534717800,ซ,แผนงานพัฒนาชุมชน,37381400,จตุจักร,กรุงเทพมหานคร,10900.0,13.825999999999999,100.565,,,,,,,,,,,
365,46,สำนักงานเขตจตุจักร,534717800,,งานควบคุมอนามัย,8091900,จตุจักร,กรุงเทพมหานคร,10900.0,13.825999999999999,100.565,,,,,,,,,,,
366,46,สำนักงานเขตจตุจักร,534717800,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,81797800,จตุจักร,กรุงเทพมหานคร,10900.0,13.825999999999999,100.565,,,,,,,,,,,
367,47,สำนักงานเขตลาดพร้าว,376722000,,รายจ่ายประจำ,376722000,ลาดพร้าว,กรุงเทพมหานคร,10230.0,13.811,100.61200000000001,,,,,,,,,,,
368,47,สำนักงานเขตลาดพร้าว,376722000,ก,แผนงานบริหารงานปกครองและทะเบียน,30074100,ลาดพร้าว,กรุงเทพมหานคร,10230.0,13.811,100.61200000000001,,,,,,,,,,,
369,47,สำนักงานเขตลาดพร้าว,376722000,ข,แผนงานบริหารการคลัง,11652800,ลาดพร้าว,กรุงเทพมหานคร,10230.0,13.811,100.61200000000001,,,,,,,,,,,
370,47,สำนักงานเขตลาดพร้าว,376722000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,123825000,ลาดพร้าว,กรุงเทพมหานคร,10230.0,13.811,100.61200000000001,,,,,,,,,,,
371,47,สำนักงานเขตลาดพร้าว,376722000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,14818400,ลาดพร้าว,กรุงเทพมหานคร,10230.0,13.811,100.61200000000001,,,,,,,,,,,
372,47,สำนักงานเขตลาดพร้าว,376722000,จ,แผนงานการโยธา,54293400,ลาดพร้าว,กรุงเทพมหานคร,10230.0,13.811,100.61200000000001,,,,,,,,,,,
373,47,สำนักงานเขตลาดพร้าว,376722000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,33222200,ลาดพร้าว,กรุงเทพมหานคร,10230.0,13.811,100.61200000000001,,,,,,,,,,,
374,47,สำนักงานเขตลาดพร้าว,376722000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,21658100,ลาดพร้าว,กรุงเทพมหานคร,10230.0,13.811,100.61200000000001,,,,,,,,,,,
375,47,สำนักงานเขตลาดพร้าว,376722000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,23341400,ลาดพร้าว,กรุงเทพมหานคร,10230.0,13.811,100.61200000000001,,,,,,,,,,,
376,47,สำนักงานเขตลาดพร้าว,376722000,,งานควบคุมอนามัย,6752600,ลาดพร้าว,กรุงเทพมหานคร,10230.0,13.811,100.61200000000001,,,,,,,,,,,
377,47,สำนักงานเขตลาดพร้าว,376722000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,57084000,ลาดพร้าว,กรุงเทพมหานคร,10230.0,13.811,100.61200000000001,,,,,,,,,,,
378,48,สำนักงานเขตบึงกุ่ม,354848700,,รายจ่ายประจำ,354848700,บึงกุ่ม,กรุงเทพมหานคร,10240.0,13.808,100.65,,,,,,,,,,,
379,48,สำนักงานเขตบึงกุ่ม,354848700,ก,แผนงานบริหารงานปกครองและทะเบียน,26377900,บึงกุ่ม,กรุงเทพมหานคร,10240.0,13.808,100.65,,,,,,,,,,,
380,48,สำนักงานเขตบึงกุ่ม,354848700,ข,แผนงานบริหารการคลัง,10627900,บึงกุ่ม,กรุงเทพมหานคร,10240.0,13.808,100.65,,,,,,,,,,,
381,48,สำนักงานเขตบึงกุ่ม,354848700,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,98985000,บึงกุ่ม,กรุงเทพมหานคร,10240.0,13.808,100.65,,,,,,,,,,,
382,48,สำนักงานเขตบึงกุ่ม,354848700,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13705100,บึงกุ่ม,กรุงเทพมหานคร,10240.0,13.808,100.65,,,,,,,,,,,
383,48,สำนักงานเขตบึงกุ่ม,354848700,จ,แผนงานการโยธา: งานการโยธา,52763300,บึงกุ่ม,กรุงเทพมหานคร,10240.0,13.808,100.65,,,,,,,,,,,
384,48,สำนักงานเขตบึงกุ่ม,354848700,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,16716300,บึงกุ่ม,กรุงเทพมหานคร,10240.0,13.808,100.65,,,,,,,,,,,
385,48,สำนักงานเขตบึงกุ่ม,354848700,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,18844400,บึงกุ่ม,กรุงเทพมหานคร,10240.0,13.808,100.65,,,,,,,,,,,
386,48,สำนักงานเขตบึงกุ่ม,354848700,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,28285900,บึงกุ่ม,กรุงเทพมหานคร,10240.0,13.808,100.65,,,,,,,,,,,
387,48,สำนักงานเขตบึงกุ่ม,354848700,,งานควบคุมอนามัย,5127800,บึงกุ่ม,กรุงเทพมหานคร,10240.0,13.808,100.65,,,,,,,,,,,
388,48,สำนักงานเขตบึงกุ่ม,354848700,ญ,แผนงานบริหารการศึกษา,83415100,บึงกุ่ม,กรุงเทพมหานคร,10240.0,13.808,100.65,,,,,,,,,,,
389,49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,,รายจ่ายประจำ,305809000,สาทร,กรุงเทพมหานคร,10120.0,13.71,100.53200000000001,,,,,,,,,,,
390,49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ก,แผนงานบริหารงานปกครองและทะเบียน,30721800,สาทร,กรุงเทพมหานคร,10120.0,13.71,100.53200000000001,,,,,,,,,,,
391,49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ข,แผนงานบริหารการคลัง,10831600,สาทร,กรุงเทพมหานคร,10120.0,13.71,100.53200000000001,,,,,,,,,,,
392,49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,122219000,สาทร,กรุงเทพมหานคร,10120.0,13.71,100.53200000000001,,,,,,,,,,,
393,49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,17974400,สาทร,กรุงเทพมหานคร,10120.0,13.71,100.53200000000001,,,,,,,,,,,
394,49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,จ,แผนงานการโยธา: งานการโยธา,55399600,สาทร,กรุงเทพมหานคร,10120.0,13.71,100.53200000000001,,,,,,,,,,,
