หมายเลขงบ,ชื่องบ,จำนวนรวม,หมายเลขงบแผนงาน,แผนงาน,งบแผนงาน,เขต,province,zipcode,latitude,longitude
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,17551300,สาทร,กรุงเทพมหานคร,10120.0,13.71,100.53200000000001
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,17487100,สาทร,กรุงเทพมหานคร,10120.0,13.71,100.53200000000001
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,,งานควบคุมอนามัย,6271100,สาทร,กรุงเทพมหานคร,10120.0,13.71,100.53200000000001
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,16087500,สาทร,กรุงเทพมหานคร,10120.0,13.71,100.53200000000001
50,สำนักงานเขตบางคอแหลม,306933000,,รายจ่ายประจำ,306933000,บางคอแหลม,กรุงเทพมหานคร,10120.0,13.696,100.494
50,สำนักงานเขตบางคอแหลม,306933000,ก,แผนงานบริหารงานปกครองและทะเบียน,25185600,บางคอแหลม,กรุงเทพมหานคร,10120.0,13.696,100.494
50,สำนักงานเขตบางคอแหลม,306933000,ข,แผนงานบริหารการคลัง,10555500,บางคอแหลม,กรุงเทพมหานคร,10120.0,13.696,100.494
50,สำนักงานเขตบางคอแหลม,306933000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,109085300,บางคอแหลม,กรุงเทพมหานคร,10120.0,13.696,100.494
50,สำนักงานเขตบางคอแหลม,306933000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,15629200,บางคอแหลม,กรุงเทพมหานคร,10120.0,13.696,100.494
50,สำนักงานเขตบางคอแหลม,306933000,จ,แผนงานการโยธา: งานการโยธา,22628900,บางคอแหลม,กรุงเทพมหานคร,10120.0,13.696,100.494
50,สำนักงานเขตบางคอแหลม,306933000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,15125500,บางคอแหลม,กรุงเทพมหานคร,10120.0,13.696,100.494
50,สำนักงานเขตบางคอแหลม,306933000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,36964200,บางคอแหลม,กรุงเทพมหานคร,10120.0,13.696,100.494
50,สำนักงานเขตบางคอแหลม,306933000,,งานควบคุมอนามัย,6983100,บางคอแหลม,กรุงเทพมหานคร,10120.0,13.696,100.494
50,สำนักงานเขตบางคอแหลม,306933000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,39999200,บางคอแหลม,กรุงเทพมหานคร,10120.0,13.696,100.494
51,สำนักงานเขตบางซ่ือ,348972900,,รายจ่ายประจำ,348972900,บางซื่อ,กรุงเทพมหานคร,10800.0,13.82,100.529
51,สำนักงานเขตบางซ่ือ,348972900,ก,แผนงานบริหารงานปกครองและทะเบียน,32592800,บางซื่อ,กรุงเทพมหานคร,10800.0,13.82,100.529
51,สำนักงานเขตบางซ่ือ,348972900,ข,แผนงานบริหารการคลัง,10886000,บางซื่อ,กรุงเทพมหานคร,10800.0,13.82,100.529
51,สำนักงานเขตบางซ่ือ,348972900,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,128588600,บางซื่อ,กรุงเทพมหานคร,10800.0,13.82,100.529
51,สำนักงานเขตบางซ่ือ,348972900,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,22416700,บางซื่อ,กรุงเทพมหานคร,10800.0,13.82,100.529
51,สำนักงานเขตบางซ่ือ,348972900,จ,แผนงานการโยธา: งานการโยธา,42508800,บางซื่อ,กรุงเทพมหานคร,10800.0,13.82,100.529
51,สำนักงานเขตบางซ่ือ,348972900,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,17493300,บางซื่อ,กรุงเทพมหานคร,10800.0,13.82,100.529
51,สำนักงานเขตบางซ่ือ,348972900,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,17496100,บางซื่อ,กรุงเทพมหานคร,10800.0,13.82,100.529
51,สำนักงานเขตบางซ่ือ,348972900,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,21961500,บางซื่อ,กรุงเทพมหานคร,10800.0,13.82,100.529
51,สำนักงานเขตบางซ่ือ,348972900,,งานควบคุมอนามัย,6326600,บางซื่อ,กรุงเทพมหานคร,10800.0,13.82,100.529
51,สำนักงานเขตบางซ่ือ,348972900,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,48702500,บางซื่อ,กรุงเทพมหานคร,10800.0,13.82,100.529
52,สำนักงานเขตราชเทวี,369857500,,รายจ่ายประจำ,369857500,ราชเทวี,กรุงเทพมหานคร,10400.0,13.763,100.53
52,สำนักงานเขตราชเทวี,369857500,ก,แผนงานบริหารงานปกครองและทะเบียน,28496300,ราชเทวี,กรุงเทพมหานคร,10400.0,13.763,100.53
52,สำนักงานเขตราชเทวี,369857500,ข,แผนงานบริหารการคลัง,19846400,ราชเทวี,กรุงเทพมหานคร,10400.0,13.763,100.53
52,สำนักงานเขตราชเทวี,369857500,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,153373400,ราชเทวี,กรุงเทพมหานคร,10400.0,13.763,100.53
52,สำนักงานเขตราชเทวี,369857500,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,25379500,ราชเทวี,กรุงเทพมหานคร,10400.0,13.763,100.53
52,สำนักงานเขตราชเทวี,369857500,จ,แผนงานการโยธา: งานการโยธา,49723000,ราชเทวี,กรุงเทพมหานคร,10400.0,13.763,100.53
52,สำนักงานเขตราชเทวี,369857500,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,6021300,ราชเทวี,กรุงเทพมหานคร,10400.0,13.763,100.53
52,สำนักงานเขตราชเทวี,369857500,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,32427400,ราชเทวี,กรุงเทพมหานคร,10400.0,13.763,100.53
52,สำนักงานเขตราชเทวี,369857500,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,24753500,ราชเทวี,กรุงเทพมหานคร,10400.0,13.763,100.53
52,สำนักงานเขตราชเทวี,369857500,,งานควบคุมอนามัย,5300600,ราชเทวี,กรุงเทพมหานคร,10400.0,13.763,100.53
52,สำนักงานเขตราชเทวี,369857500,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,24536100,ราชเทวี,กรุงเทพมหานคร,10400.0,13.763,100.53
53,สำนักงานเขตคลองเตย,385862000,,รายจ่ายประจำ,385862000,คลองเตย,กรุงเทพมหานคร,10110.0,13.71,100.57
53,สำนักงานเขตคลองเตย,385862000,ก,แผนงานบริหารงานปกครองและทะเบียน,29963400,คลองเตย,กรุงเทพมหานคร,10110.0,13.71,100.57
53,สำนักงานเขตคลองเตย,385862000,ข,แผนงานบริหารการคลัง,9741700,คลองเตย,กรุงเทพมหานคร,10110.0,13.71,100.57
53,สำนักงานเขตคลองเตย,385862000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,170532500,คลองเตย,กรุงเทพมหานคร,10110.0,13.71,100.57
53,สำนักงานเขตคลองเตย,385862000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,22908500,คลองเตย,กรุงเทพมหานคร,10110.0,13.71,100.57
53,สำนักงานเขตคลองเตย,385862000,จ,แผนงานการโยธา,35015280,คลองเตย,กรุงเทพมหานคร,10110.0,13.71,100.57
53,สำนักงานเขตคลองเตย,385862000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,10911300,คลองเตย,กรุงเทพมหานคร,10110.0,13.71,100.57
53,สำนักงานเขตคลองเตย,385862000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,24101500,คลองเตย,กรุงเทพมหานคร,10110.0,13.71,100.57
53,สำนักงานเขตคลองเตย,385862000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,45283500,คลองเตย,กรุงเทพมหานคร,10110.0,13.71,100.57
53,สำนักงานเขตคลองเตย,385862000,,งานควบคุมอนามัย,6045300,คลองเตย,กรุงเทพมหานคร,10110.0,13.71,100.57
53,สำนักงานเขตคลองเตย,385862000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,31359020,คลองเตย,กรุงเทพมหานคร,10110.0,13.71,100.57
54,สำนักงานเขตประเวศ,584808000,,รายจ่ายประจำ,584808000,ประเวศ,กรุงเทพมหานคร,10250.0,13.719000000000001,100.664
54,สำนักงานเขตประเวศ,584808000,ก,แผนงานบริหารงานปกครองและทะเบียน,55916700,ประเวศ,กรุงเทพมหานคร,10250.0,13.719000000000001,100.664
54,สำนักงานเขตประเวศ,584808000,ข,แผนงานบริหารการคลัง,11408800,ประเวศ,กรุงเทพมหานคร,10250.0,13.719000000000001,100.664
54,สำนักงานเขตประเวศ,584808000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,132682200,ประเวศ,กรุงเทพมหานคร,10250.0,13.719000000000001,100.664
54,สำนักงานเขตประเวศ,584808000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,16283000,ประเวศ,กรุงเทพมหานคร,10250.0,13.719000000000001,100.664
54,สำนักงานเขตประเวศ,584808000,จ,แผนงานการโยธา: งานการโยธา,133763200,ประเวศ,กรุงเทพมหานคร,10250.0,13.719000000000001,100.664
54,สำนักงานเขตประเวศ,584808000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,36937200,ประเวศ,กรุงเทพมหานคร,10250.0,13.719000000000001,100.664
54,สำนักงานเขตประเวศ,584808000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,30043400,ประเวศ,กรุงเทพมหานคร,10250.0,13.719000000000001,100.664
54,สำนักงานเขตประเวศ,584808000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,31541900,ประเวศ,กรุงเทพมหานคร,10250.0,13.719000000000001,100.664
54,สำนักงานเขตประเวศ,584808000,,งานควบคุมอนามัย,5421900,ประเวศ,กรุงเทพมหานคร,10250.0,13.719000000000001,100.664
54,สำนักงานเขตประเวศ,584808000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,130809700,ประเวศ,กรุงเทพมหานคร,10250.0,13.719000000000001,100.664
55,สำนักงานเขตบางพลัด,311873800,,รายจ่ายประจำ,311873800,บางพลัด,กรุงเทพมหานคร,10700.0,13.790999999999999,100.48700000000001
55,สำนักงานเขตบางพลัด,311873800,ก,แผนงานบริหารงานปกครองและทะเบียน,26084200,บางพลัด,กรุงเทพมหานคร,10700.0,13.790999999999999,100.48700000000001
55,สำนักงานเขตบางพลัด,311873800,ข,แผนงานบริหารการคลัง,12881400,บางพลัด,กรุงเทพมหานคร,10700.0,13.790999999999999,100.48700000000001
55,สำนักงานเขตบางพลัด,311873800,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,113032800,บางพลัด,กรุงเทพมหานคร,10700.0,13.790999999999999,100.48700000000001
55,สำนักงานเขตบางพลัด,311873800,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,16780700,บางพลัด,กรุงเทพมหานคร,10700.0,13.790999999999999,100.48700000000001
55,สำนักงานเขตบางพลัด,311873800,จ,แผนงานการโยธา: งานการโยธา,13720000,บางพลัด,กรุงเทพมหานคร,10700.0,13.790999999999999,100.48700000000001
55,สำนักงานเขตบางพลัด,311873800,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,24454200,บางพลัด,กรุงเทพมหานคร,10700.0,13.790999999999999,100.48700000000001
55,สำนักงานเขตบางพลัด,311873800,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,13786200,บางพลัด,กรุงเทพมหานคร,10700.0,13.790999999999999,100.48700000000001
55,สำนักงานเขตบางพลัด,311873800,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,31708400,บางพลัด,กรุงเทพมหานคร,10700.0,13.790999999999999,100.48700000000001
55,สำนักงานเขตบางพลัด,311873800,,งานควบคุมอนามัย,5578500,บางพลัด,กรุงเทพมหานคร,10700.0,13.790999999999999,100.48700000000001
55,สำนักงานเขตบางพลัด,311873800,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,53847400,บางพลัด,กรุงเทพมหานคร,10700.0,13.790999999999999,100.48700000000001
56,สำนักงานเขตจอมทอง,396522000,,รายจ่ายประจำ,396522000,จอมทอง,กรุงเทพมหานคร,10150.0,13.694,100.45
56,สำนักงานเขตจอมทอง,396522000,ก,แผนงานบริหารงานปกครองและทะเบียน,27366300,จอมทอง,กรุงเทพมหานคร,10150.0,13.694,100.45
56,สำนักงานเขตจอมทอง,396522000,ข,แผนงานบริหารการคลัง,11838300,จอมทอง,กรุงเทพมหานคร,10150.0,13.694,100.45
56,สำนักงานเขตจอมทอง,396522000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,143871800,จอมทอง,กรุงเทพมหานคร,10150.0,13.694,100.45
56,สำนักงานเขตจอมทอง,396522000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,22857100,จอมทอง,กรุงเทพมหานคร,10150.0,13.694,100.45
56,สำนักงานเขตจอมทอง,396522000,จ,แผนงานการโยธา: งานการโยธา,24848300,จอมทอง,กรุงเทพมหานคร,10150.0,13.694,100.45
56,สำนักงานเขตจอมทอง,396522000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,20442600,จอมทอง,กรุงเทพมหานคร,10150.0,13.694,100.45
56,สำนักงานเขตจอมทอง,396522000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,21374700,จอมทอง,กรุงเทพมหานคร,10150.0,13.694,100.45
56,สำนักงานเขตจอมทอง,396522000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,19379500,จอมทอง,กรุงเทพมหานคร,10150.0,13.694,100.45
56,สำนักงานเขตจอมทอง,396522000,,งานควบคุมอนามัย,6505100,จอมทอง,กรุงเทพมหานคร,10150.0,13.694,100.45
56,สำนักงานเขตจอมทอง,396522000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,98038300,จอมทอง,กรุงเทพมหานคร,10150.0,13.694,100.45
57,สำนักงานเขตดินแดง,331004000,,รายจ่ายประจำ,331004000,ดินแดง,กรุงเทพมหานคร,10400.0,13.777999999999999,100.56700000000001
57,สำนักงานเขตดินแดง,331004000,ก,แผนงานบริหารงานปกครองและทะเบียน,25931600,ดินแดง,กรุงเทพมหานคร,10400.0,13.777999999999999,100.56700000000001
57,สำนักงานเขตดินแดง,331004000,ข,แผนงานบริหารการคลัง,11551800,ดินแดง,กรุงเทพมหานคร,10400.0,13.777999999999999,100.56700000000001
57,สำนักงานเขตดินแดง,331004000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,145317600,ดินแดง,กรุงเทพมหานคร,10400.0,13.777999999999999,100.56700000000001
57,สำนักงานเขตดินแดง,331004000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,20564400,ดินแดง,กรุงเทพมหานคร,10400.0,13.777999999999999,100.56700000000001
57,สำนักงานเขตดินแดง,331004000,จ,แผนงานการโยธา: งานการโยธา,19108200,ดินแดง,กรุงเทพมหานคร,10400.0,13.777999999999999,100.56700000000001
57,สำนักงานเขตดินแดง,331004000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,10834600,ดินแดง,กรุงเทพมหานคร,10400.0,13.777999999999999,100.56700000000001
57,สำนักงานเขตดินแดง,331004000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,18704500,ดินแดง,กรุงเทพมหานคร,10400.0,13.777999999999999,100.56700000000001
57,สำนักงานเขตดินแดง,331004000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,18361800,ดินแดง,กรุงเทพมหานคร,10400.0,13.777999999999999,100.56700000000001
57,สำนักงานเขตดินแดง,331004000,,งานควบคุมอนามัย,6068300,ดินแดง,กรุงเทพมหานคร,10400.0,13.777999999999999,100.56700000000001
57,สำนักงานเขตดินแดง,331004000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,54561200,ดินแดง,กรุงเทพมหานคร,10400.0,13.777999999999999,100.56700000000001
58,สำนักงานเขตสวนหลวง,371965000,,รายจ่ายประจำ,371965000,สวนหลวง,กรุงเทพมหานคร,10250.0,13.725999999999999,100.62799999999999
58,สำนักงานเขตสวนหลวง,371965000,ก,แผนงานบริหารงานปกครองและทะเบียน,27204700,สวนหลวง,กรุงเทพมหานคร,10250.0,13.725999999999999,100.62799999999999
58,สำนักงานเขตสวนหลวง,371965000,ข,แผนงานบริหารการคลัง,11602800,สวนหลวง,กรุงเทพมหานคร,10250.0,13.725999999999999,100.62799999999999
58,สำนักงานเขตสวนหลวง,371965000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,133244700,สวนหลวง,กรุงเทพมหานคร,10250.0,13.725999999999999,100.62799999999999
58,สำนักงานเขตสวนหลวง,371965000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,19177700,สวนหลวง,กรุงเทพมหานคร,10250.0,13.725999999999999,100.62799999999999
58,สำนักงานเขตสวนหลวง,371965000,จ,แผนงานการโยธา: งานการโยธา,25281100,สวนหลวง,กรุงเทพมหานคร,10250.0,13.725999999999999,100.62799999999999
58,สำนักงานเขตสวนหลวง,371965000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,19141800,สวนหลวง,กรุงเทพมหานคร,10250.0,13.725999999999999,100.62799999999999
58,สำนักงานเขตสวนหลวง,371965000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,23565000,สวนหลวง,กรุงเทพมหานคร,10250.0,13.725999999999999,100.62799999999999
58,สำนักงานเขตสวนหลวง,371965000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,36658600,สวนหลวง,กรุงเทพมหานคร,10250.0,13.725999999999999,100.62799999999999
58,สำนักงานเขตสวนหลวง,371965000,,งานควบคุมอนามัย,6171300,สวนหลวง,กรุงเทพมหานคร,10250.0,13.725999999999999,100.62799999999999
58,สำนักงานเขตสวนหลวง,371965000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,69917300,สวนหลวง,กรุงเทพมหานคร,10250.0,13.725999999999999,100.62799999999999
59,สำนักงานเขตวัฒนา,341754000,,รายจ่ายประจำ,341754000,วัฒนา,กรุงเทพมหานคร,10110.0,13.743,100.56
59,สำนักงานเขตวัฒนา,341754000,ก,แผนงานบริหารงานปกครองและทะเบียน,32624000,วัฒนา,กรุงเทพมหานคร,10110.0,13.743,100.56
59,สำนักงานเขตวัฒนา,341754000,ข,แผนงานบริหารการคลัง,11486300,วัฒนา,กรุงเทพมหานคร,10110.0,13.743,100.56
59,สำนักงานเขตวัฒนา,341754000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,137194100,วัฒนา,กรุงเทพมหานคร,10110.0,13.743,100.56
59,สำนักงานเขตวัฒนา,341754000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,20076300,วัฒนา,กรุงเทพมหานคร,10110.0,13.743,100.56
59,สำนักงานเขตวัฒนา,341754000,จ,แผนงานการโยธา: งานการโยธา,45319600,วัฒนา,กรุงเทพมหานคร,10110.0,13.743,100.56
59,สำนักงานเขตวัฒนา,341754000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,10265700,วัฒนา,กรุงเทพมหานคร,10110.0,13.743,100.56
59,สำนักงานเขตวัฒนา,341754000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,12906200,วัฒนา,กรุงเทพมหานคร,10110.0,13.743,100.56
59,สำนักงานเขตวัฒนา,341754000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,13428600,วัฒนา,กรุงเทพมหานคร,10110.0,13.743,100.56
59,สำนักงานเขตวัฒนา,341754000,,งานควบคุมอนามัย,7651200,วัฒนา,กรุงเทพมหานคร,10110.0,13.743,100.56
59,สำนักงานเขตวัฒนา,341754000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,50802000,วัฒนา,กรุงเทพมหานคร,10110.0,13.743,100.56
60,สำนักงานเขตบางแค,477760400,,รายจ่ายประจำ,477760400,บางแค,กรุงเทพมหานคร,10160.0,13.698,100.40899999999999
60,สำนักงานเขตบางแค,477760400,ก,แผนงานบริหารงานปกครองและทะเบียน,26959100,บางแค,กรุงเทพมหานคร,10160.0,13.698,100.40899999999999
60,สำนักงานเขตบางแค,477760400,ข,แผนงานบริหารการคลัง,11313300,บางแค,กรุงเทพมหานคร,10160.0,13.698,100.40899999999999
60,สำนักงานเขตบางแค,477760400,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,147926300,บางแค,กรุงเทพมหานคร,10160.0,13.698,100.40899999999999
60,สำนักงานเขตบางแค,477760400,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,23186200,บางแค,กรุงเทพมหานคร,10160.0,13.698,100.40899999999999
60,สำนักงานเขตบางแค,477760400,จ,แผนงานการโยธา: งานการโยธา,46123200,บางแค,กรุงเทพมหานคร,10160.0,13.698,100.40899999999999
60,สำนักงานเขตบางแค,477760400,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,33592500,บางแค,กรุงเทพมหานคร,10160.0,13.698,100.40899999999999
60,สำนักงานเขตบางแค,477760400,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,37976000,บางแค,กรุงเทพมหานคร,10160.0,13.698,100.40899999999999
60,สำนักงานเขตบางแค,477760400,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,27781400,บางแค,กรุงเทพมหานคร,10160.0,13.698,100.40899999999999
